id,collect_case_id,order_id,can_recall_time,collect_status,collect_amount,repaid_amount,repaid_time,create_time,update_time,collector_id,collect_time,contact_relation,contact_status,repay_willingness,remark,remark-update_time,remark-create_time
1068941,f42cb7d0-845d-4f39-9df8-072a8789cc1d,GC_1319e9cb-a147-41a3-9ba7-3b95fe06265e,11/26/2021 0:00,10,1605,2805,11/25/2021 19:12,11/25/2021 1:39,11/25/2021 19:12,1.46051e+18,11/25/2021 10:47,1.0,3.0,5.0,Se env铆a WhatsApp,11/25/2021 10:47,11/25/2021 10:47
1172192,8b45ae42-ab2a-49bf-a82f-211cd9e9f321,GC_1c902935-9cd8-4ce9-883e-ff68199175ff,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,11/30/2021 14:13,11.0,9.0,5.0,I,11/30/2021 14:13,11/30/2021 14:13
1108293,85cee57e-b875-49ae-954c-9dc77de16f59,GC_ce2483d6-b717-49af-8c7e-e0ef165aa5f2,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46163e+18,11/27/2021 9:59,1.0,9.0,5.0,No contesta ,11/27/2021 9:59,11/27/2021 9:59
1126436,4c6fdbac-2161-487c-adc5-cb1da1794194,GC_8baae2eb-1cb2-40d8-92cc-6e63c9e4bbcc,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46051e+18,11/29/2021 10:22,1.0,3.0,5.0,Nc,11/29/2021 10:22,11/29/2021 10:22
1090237,c933c4fe-aa07-4aca-9f06-780ba73ae1f2,GC_e1593f12-22ca-49d9-bd63-11d3f1353fc4,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46308e+18,11/28/2021 13:51,1.0,9.0,5.0, No contacto,11/28/2021 13:51,11/28/2021 13:51
1108169,dedfbd92-39f9-4c52-bee5-eb86e3b3528e,GC_17b4bd9a-58c5-440f-8040-53939f67e928,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46342e+18,11/29/2021 11:43,1.0,3.0,5.0,. ,11/29/2021 11:43,11/29/2021 11:43
1165117,9678145d-0145-43ec-a4f8-13fa7af238d7,GC_52e01936-6ea7-4a80-9d6f-38da256f92ba,12/3/2021 0:00,15,0,0,,11/30/2021 1:51,12/3/2021 1:01,1.46417e+18,11/30/2021 11:41,22.0,3.0,5.0,No contesta.mandan a buz贸n o de plano vuelgan,11/30/2021 11:41,11/30/2021 11:41
1048784,23d06aa3-8270-440e-9aba-50c72bceb4ad,GC_b6310c8f-b2d7-4c1a-94e9-dccd3b90475c,11/25/2021 0:00,15,0,0,,11/24/2021 1:35,11/25/2021 1:02,,,,,,,,
1097825,b48c5870-20f9-481f-9eb9-0d570fbf74f3,GC_40d7acd5-4f5d-4913-98b6-681644c7f812,11/29/2021 0:00,15,0,0,,11/26/2021 3:49,11/29/2021 1:01,1.46417e+18,11/27/2021 11:34,1.0,3.0,5.0,No contesta llamada,11/27/2021 11:34,11/27/2021 11:34
1108453,7e24e950-2a61-41e6-99d6-1f45d40d432a,GC_829f8937-04bf-4c5c-bc9d-291852302f03,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46417e+18,11/29/2021 10:05,1.0,3.0,5.0,No contesta,11/29/2021 10:05,11/29/2021 10:05
1187487,07732597-41f2-4c97-a589-93dbd9a4362f,GC_d209a593-86b3-4012-b2f3-e61a77435761,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46566e+18,12/1/2021 9:44,1.0,9.0,5.0,B,12/1/2021 9:44,12/1/2021 9:44
1186829,64b0a354-7823-49d5-8234-191acde31d00,GC_939d0f61-b514-40ac-ba71-80a50f5369c8,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46528e+18,12/2/2021 10:27,1.0,3.0,5.0,Se le mando WhatsApp,12/2/2021 10:27,12/2/2021 10:27
1126191,cab33546-2306-4134-918f-928e29548f81,GC_4ee574c8-b6ae-4c96-8b9f-48866e825e94,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46308e+18,11/30/2021 10:02,1.0,3.0,5.0,Buz贸n de voz ,11/30/2021 10:02,11/30/2021 10:02
1126411,f91a577b-a9ad-4d40-bcb4-9736cc23580b,GC_952a72fc-c988-48fd-9cb9-950f6c3623a5,12/1/2021 0:00,15,1605,0,,11/28/2021 1:47,11/29/2021 21:26,1.46417e+18,11/29/2021 12:04,22.0,9.0,5.0,Se manda WhatsApp,11/29/2021 12:04,11/29/2021 12:04
1052701,3d6c69ec-d50c-437f-94b6-a7986ddc1dc9,GC_6c660916-80fe-4b07-a129-3de1d7ec8297,11/25/2021 0:00,15,0,0,,11/24/2021 1:39,11/25/2021 1:03,1.46051e+18,11/24/2021 9:44,1.0,3.0,5.0,Se env铆a sms,11/24/2021 9:44,11/24/2021 9:44
1145997,42f6cc4d-551a-405d-9235-3ebf20ac0212,GC_365f3dc0-920f-48f5-b29d-116809845c31,12/3/2021 0:00,15,0,0,,11/29/2021 1:51,12/3/2021 1:01,1.46379e+18,11/29/2021 12:10,1.0,3.0,5.0,Nc,11/29/2021 12:10,11/29/2021 12:10
1187601,397c9d3d-ff10-4688-9ccf-cf4b05341204,GC_e0be42e6-5077-4356-949e-4e198f5f8917,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46566e+18,12/2/2021 12:32,11.0,9.0,5.0,K,12/2/2021 12:32,12/2/2021 12:32
1030729,ffa78a8b-959d-4c90-ae37-5ad1df2bc170,GC_7b703b17-97f7-4ebd-b64f-fee98ae1df3c,11/24/2021 0:00,15,0,0,,11/23/2021 1:35,11/24/2021 1:02,1.46051e+18,11/23/2021 14:35,1.0,9.0,5.0,No contesta,11/23/2021 14:35,11/23/2021 14:35
1106338,cda8a35c-3f73-4afd-92e7-6d23b39af71a,GC_ab9e8225-8bae-4b02-8698-f87902343c5c,11/28/2021 0:00,15,0,0,,11/27/2021 1:43,11/28/2021 1:02,1.46377e+18,11/27/2021 9:45,1.0,10.0,5.0,Whatsapp ,11/27/2021 9:45,11/27/2021 9:45
1187303,012ee84d-b9e4-4f23-8674-a5ab05a4e5e3,GC_48bf9509-3e44-44d8-8c4e-b840b15b5e0a,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46566e+18,12/2/2021 10:51,1.0,9.0,5.0,B,12/2/2021 10:51,12/2/2021 10:51
1171744,363b89b0-af72-4c49-8c60-8186fb48315f,GC_b76e26f0-87e7-4e09-953b-224c5dc1e530,12/3/2021 0:00,15,0,0,,11/30/2021 6:25,12/3/2021 1:02,1.46566e+18,11/30/2021 9:21,1.0,9.0,5.0,mensaje de whatsapp ,11/30/2021 9:21,11/30/2021 9:21
1126236,9dc4ecdb-4f12-49e8-9397-39716e7d15be,GC_6b9920e4-d348-4484-9097-ba18df847b16,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46342e+18,11/28/2021 13:15,1.0,7.0,5.0,Tel茅fono apagado ,11/28/2021 13:15,11/28/2021 13:15
1089087,db1a8b6d-50f1-4888-9fed-8d64b1746285,GC_47388c7c-6d91-4b1e-bbd1-cde7f721560b,11/27/2021 0:00,15,0,0,,11/26/2021 1:43,11/27/2021 1:03,1.46377e+18,11/26/2021 12:33,1.0,3.0,5.0,Movil,11/26/2021 12:33,11/26/2021 12:33
1090108,cbf41496-57ea-42f4-b16c-b98878d72372,GC_c010f29a-f5e6-4646-b204-b8c95675b684,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46051e+18,11/26/2021 13:34,1.0,9.0,5.0,Se envi贸 Whatsapp,11/26/2021 13:34,11/26/2021 13:34
1090001,c4338451-a2d5-4ee9-82b3-3834f1e36841,GC_5888ca46-9c36-433b-9aaf-7d58e6a8d14a,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46308e+18,11/27/2021 10:58,1.0,6.0,5.0,Tel茅fono dado de baja,11/27/2021 10:58,11/27/2021 10:58
1097832,2f503221-3d3d-4b0e-857a-af697da5f6cb,GC_9dd971dd-03ae-4891-aab4-bc417b58be6c,11/29/2021 0:00,15,0,0,,11/26/2021 3:49,11/29/2021 1:01,1.46417e+18,11/27/2021 11:03,22.0,3.0,5.0,No contesta llamada,11/27/2021 11:03,11/27/2021 11:03
1242942,f398c1a2-3a36-4332-a88b-632247e3e015,GC_e53f1315-efd1-435f-adc1-0aaee324bfbb,12/12/2021 0:00,5,0,0,,12/4/2021 1:47,12/4/2021 1:47,,,,,,,,
1108946,36669bc9-df69-47ba-ad29-9c54cc5907a1,GC_f526e99a-d7a7-4f7a-a2cf-721aa2655284,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46051e+18,11/28/2021 12:34,11.0,9.0,5.0, ,11/28/2021 12:34,11/28/2021 12:34
1166461,797187ab-0b44-4cc0-9881-cc15810f2467,GC_82c81771-4acd-427f-8253-98a44ae3fc84,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,11/30/2021 17:56,1.0,3.0,5.0,. ,11/30/2021 17:56,11/30/2021 17:56
1172192,8b45ae42-ab2a-49bf-a82f-211cd9e9f321,GC_1c902935-9cd8-4ce9-883e-ff68199175ff,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,12/2/2021 13:34,11.0,9.0,5.0,L,12/2/2021 13:34,12/2/2021 13:34
1187140,795c400d-bbba-4267-9a6f-9e605fac20de,GC_fc323c22-d352-45f2-89ef-61786b20ff61,12/5/2021 0:00,15,0,0,,12/1/2021 1:51,12/5/2021 1:01,1.46566e+18,12/4/2021 13:59,11.0,9.0,5.0,K,12/4/2021 13:59,12/4/2021 13:59
1084903,ac9446fa-6f52-4945-bc98-56e070ce09fa,GC_65c1b439-46c5-4c4a-a679-824a5a802dd4,11/27/2021 0:00,15,0,0,,11/26/2021 1:39,11/27/2021 1:02,,,,,,,,
1081064,4951a2ed-936e-4805-9fb9-38b96dcb8d1a,GC_d267efb1-d74c-4954-85b7-a9cbd0154f37,11/27/2021 0:00,15,0,0,,11/26/2021 1:35,11/27/2021 1:02,,,,,,,,
1187695,9c2e9c90-86d4-49f3-944a-71ddafbd36a9,GC_5a8bb405-ede3-44b6-9807-8bde28113127,12/2/2021 0:00,15,0,0,,12/1/2021 1:51,12/2/2021 1:04,1.46567e+18,12/1/2021 10:25,1.0,9.0,5.0,No responde,12/1/2021 10:25,12/1/2021 10:25
1151789,a10694bb-4c7a-47b7-90dc-bb8cff55c72c,GC_2be8e26a-0471-4bc7-886c-dfb27338b9e5,12/3/2021 0:00,15,0,0,,11/29/2021 5:23,12/3/2021 1:01,1.46528e+18,11/29/2021 13:33,1.0,3.0,5.0,Se le env铆a mensaje,11/29/2021 13:33,11/29/2021 13:33
1071559,56b9b3b0-c697-44b9-aa7e-275141acb3dd,GC_1f506f14-2956-429b-adc7-cb9c01f1f12c,11/26/2021 0:00,10,1284,2244,11/25/2021 15:55,11/25/2021 1:43,11/25/2021 15:55,1.46377e+18,11/25/2021 10:05,1.0,9.0,5.0,Esperando respuesta ,11/25/2021 10:05,11/25/2021 10:05
1086143,5f096140-db00-42f2-b29d-d6b344414bed,GC_25849826-a825-4860-8c8e-569050f3bd99,11/27/2021 0:00,15,0,0,,11/26/2021 1:39,11/27/2021 1:03,,,,,,,,
1031930,e1adaeb4-5dfe-411e-aed0-c735699e6f04,GC_d7b0c2f2-f33e-4685-897a-b98f155daab6,11/24/2021 0:00,15,0,0,,11/23/2021 1:35,11/24/2021 1:02,1.46051e+18,11/23/2021 15:39,1.0,9.0,5.0,No contesta,11/23/2021 15:39,11/23/2021 15:39
1186071,9e25b31b-f16e-467f-a571-167a66885322,GC_4245466e-c72f-453d-8d7e-3ee46c6f90c8,12/4/2021 0:00,15,0,0,,12/1/2021 1:51,12/4/2021 1:01,1.46163e+18,12/3/2021 11:58,1.0,4.0,5.0,Buz贸n directo ,12/3/2021 11:58,12/3/2021 11:58
1085284,e058b688-39a6-4f59-83e1-9bb73ec1db01,GC_5f444e2a-9da5-4609-a49f-16167b2601f2,11/27/2021 0:00,15,0,0,,11/26/2021 1:39,11/27/2021 1:02,1.46242e+18,11/26/2021 9:20,1.0,3.0,5.0,No responde,11/26/2021 9:20,11/26/2021 9:20
1108218,315beb9f-e7ff-465b-b0ee-c1f996901283,GC_c96c0513-8f5b-4e24-aa4a-0721dc8c4f8a,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46163e+18,11/29/2021 10:29,1.0,9.0,5.0,No responde,11/29/2021 10:29,11/29/2021 10:29
1144435,c63ad3ff-3993-4c2f-b49e-917fea08aeb3,GC_ac93d533-510e-4fc4-b6cc-fcad517c2558,12/2/2021 0:00,15,0,0,,11/29/2021 1:51,12/2/2021 1:01,1.46308e+18,11/30/2021 9:57,1.0,3.0,5.0,Buz贸n de voz ,11/30/2021 9:57,11/30/2021 9:57
1108930,32c25967-460f-4fb7-948c-b9832d168de6,GC_fc66a138-1c62-4629-805a-3095cea04bdc,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46163e+18,11/28/2021 10:22,1.0,3.0,5.0,No contesta,11/28/2021 10:22,11/28/2021 10:22
1109199,2c8b38a9-bb90-4c74-99af-8174e1784cd1,GC_f613e648-1952-454c-b66f-b84a0e55bd5c,11/30/2021 0:00,15,0,0,,11/27/2021 1:47,11/30/2021 1:01,1.46417e+18,11/28/2021 13:57,1.0,9.0,5.0,No contesta,11/28/2021 13:57,11/28/2021 13:57
1030291,278340af-8cf6-41c1-8671-1fcd26400cab,GC_7d05a7be-6f1a-4e30-b5bb-bb0173c26f32,11/24/2021 0:00,15,0,0,,11/23/2021 1:35,11/23/2021 3:25,,,,,,,,
1068957,2a618384-0b3d-4b9f-8c04-ad78d190f9ea,GC_bf24b4ca-0458-4b83-a198-f9254ce9cec6,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/26/2021 1:02,1.46051e+18,11/25/2021 10:44,1.0,3.0,5.0,Se env铆a sms,11/25/2021 10:44,11/25/2021 10:44
1070651,7fc6f77c-0d74-46ea-8cc3-c095201b90c9,GC_8c6bb37e-7a46-4c18-a295-2da779d2b134,11/26/2021 0:00,15,0,0,,11/25/2021 1:43,11/26/2021 1:03,1.46377e+18,11/25/2021 13:19,11.0,3.0,5.0,No contestar ,11/25/2021 13:19,11/25/2021 13:19
1068460,bed17b0f-70aa-45d4-a488-f1e01f09e878,GC_c1721850-e946-4f29-87e3-7929ab0e6c56,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/26/2021 1:02,1.46051e+18,11/25/2021 10:54,1.0,3.0,5.0,Se env铆a WhatsApp,11/25/2021 10:54,11/25/2021 10:54
1126650,595dd61d-e321-47da-9b07-9c2a3729590f,GC_6c89d8db-32dc-421b-b022-8ff377e2ce8f,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46342e+18,11/28/2021 13:52,22.0,9.0,5.0,No responde ,11/28/2021 13:52,11/28/2021 13:52
1066836,9f3423be-4f0e-4833-bfcb-16254e9faa0a,GC_65cc7a0a-86b0-4b28-8401-80a480f32ea3,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/25/2021 2:15,,,,,,,,
1090016,badeaa26-1e15-47ea-b765-6c7d5a884fd5,GC_ea499d06-b3e8-4edf-92d6-349a121cd88f,11/29/2021 0:00,15,0,0,,11/26/2021 1:47,11/29/2021 1:01,1.46163e+18,11/27/2021 10:24,1.0,9.0,5.0,No contesta ,11/27/2021 10:24,11/27/2021 10:24
1069044,08aab58b-df61-4992-bc65-bad32b808402,GC_c8a37b3a-1428-4a4f-beca-ec0f22c36371,11/26/2021 0:00,15,0,0,,11/25/2021 1:39,11/26/2021 1:02,1.46051e+18,11/25/2021 12:55,1.0,3.0,5.0,No contesta,11/25/2021 12:55,11/25/2021 12:55
1166261,83ed1736-cc9d-4aab-a2a0-a5126bbc310f,GC_867e9912-7b0e-4d61-ad0d-b249beb682e6,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,11/30/2021 11:02,1.0,9.0,5.0,Se le env铆a wtsp,11/30/2021 11:02,11/30/2021 11:02
1166419,ba48c667-0907-438d-9bea-a9b3c26d150a,GC_a5ef32db-5c54-4efb-9985-c14ed2d7c123,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46379e+18,11/30/2021 12:34,1.0,3.0,5.0,NC,11/30/2021 12:34,11/30/2021 12:34
1166467,809aba30-d8af-46ce-b268-55f3962a1778,GC_bc3d0db7-8e25-49ae-96d2-41f3038e14d4,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,12/1/2021 15:33,1.0,5.0,5.0,Esperando que,12/1/2021 15:33,12/1/2021 15:33
1172195,ef0be017-ebe8-411d-b140-20bdc6723ce6,GC_35418179-68a5-4556-a098-143ada187da3,12/4/2021 0:00,15,0,0,,11/30/2021 6:55,12/4/2021 1:01,1.46566e+18,12/3/2021 16:57,22.0,9.0,5.0,K,12/3/2021 16:57,12/3/2021 16:57
1126865,52b41973-6e20-4cc7-a201-f138dbb41460,GC_cebaaa49-ec20-486a-aa1a-14c650b6b8b4,12/1/2021 0:00,15,0,0,,11/28/2021 1:47,12/1/2021 1:01,1.46342e+18,11/28/2021 12:04,1.0,9.0,5.0,No contesta WhatsApp,11/28/2021 12:04,11/28/2021 12:04
1051222,37165f22-285d-4b5a-9cae-db73949e1cde,GC_820a9f03-c7df-4753-a345-2eb1c512fff8,11/25/2021 0:00,15,0,0,,11/24/2021 1:39,11/25/2021 1:02,1.46242e+18,11/24/2021 9:58,1.0,9.0,5.0,Wa,11/24/2021 9:58,11/24/2021 9:58
1166511,f55d6848-eaeb-425f-bfda-9cc98c3bdce9,GC_58ab7b74-37b6-4091-b836-386c31ecc944,12/4/2021 0:00,15,0,0,,11/30/2021 1:51,12/4/2021 1:01,1.46528e+18,12/1/2021 10:21,1.0,9.0,5.0,Se env铆a Whats ,12/1/2021 10:21,12/1/2021 10:21
1262653,4ee12539-1e68-42ef-83e6-8d51f0143050,GC_902d434a-0f9e-4991-9fba-aeb647fc167c,12/13/2021 0:00,5,0,0,,12/5/2021 1:43,12/5/2021 1:43,,,,,,,,
